efta,sha256
EFTA00000798,6df246a8e561ae5e6642af1712dd12dfefd71a96240c2428e7501b3a1654a408
EFTA00000799,d6cf72324a83dd0c207978174c38fcfa241231bf0432268247237c2ec45702bd
EFTA00000800,8ab350fb280e85885695e2f511f025761fddb102a375a856542407fe3bc41464
EFTA00000801,2af12e4129b90a072600a25f0c8d8482d811a535e854d1bf0cc3e9ef76b96c03
EFTA00000802,dc454812f32266eba17743b53901008c82bb63c060709e1440c3957dbb66688f
EFTA00000803,fb45cdd571bc9393f2ea52b9c5e1e67b61dd1693306a50a7b872adb74b333d40
EFTA00000804,6876d4cd863c2d29c8f09a709cf34cf9013bf8fc6aee4aa523b4f3c1b0f7597e
EFTA00000805,c56b63c439460b83c7591e0232f86f3a7219e398f83623e759c733620c179e2e
EFTA00000806,5510d9b347938a094f09d7edfd70d15722dc748edde762491dbbcb548fff7cbe
EFTA00000807,a31ab5c051c788ac2ab7b16bd2c0cacab7a18b20e128568f7b6f8884eadd6f86
EFTA00000808,d2bc1f920404c16af839f894e9e699cb4cb710337c8aff7fcae5ae55bb7e8f9b
EFTA00000809,9cd5169dafbd34cdea91dee2122bbb3af1d24f26a2c1c3d0221ca3405ce93c6f
EFTA00000810,91ae811e2ec9c201a207791ac1ebc280a78cafa3e43e7e352aede9b1def69a7f
EFTA00000811,0c579c6f03ecca29f166b5c9e296511262e32c5561c6ef47557e3676a89da775
EFTA00000812,b4accef5b5e95191126f20642286b21e30640b79385723093e8110b2579fc6a8
EFTA00000813,f152c6ceb59112d56fc5ead7c813f590aca2967e4f2f971092133a2275c53384
EFTA00000814,0864d196b678b15443440fd45a5e04e7999a7e55f9aa664bbff76f79b51763a3
EFTA00000815,4d6b6594aa535baadb24399954c3da5f68e108f3eb2a518bf434140306eb8752
EFTA00000816,f59dbcf95a9c520d6effc3ad684d29de41ed2e4904a11f7590fb2ee7db7c3166
EFTA00000817,5b49796001290ee42355f1fc4058e2ee4b2553f196ef20072dd5397e5c2e9986
EFTA00000818,eed284d87d05f256cabd1a027715e6e22d2397ea4b97bbfdf49864fe88692c65
EFTA00000819,0a3e00a826a0ebe5be56460559f2f46f35a914a44b4983751ae607f13130bf07
EFTA00000820,eaef5507a26b0abefdc3eaa638ca065b556f2d98d6f1fe9120257a1794224cfd
EFTA00000821,703dec623e737216c3f02193b500aeb96b1c32e99f1a83b6e219cb59a630f91e
EFTA00000822,60153ef69ca8aed0e80cd8aa97d7a265cc809e973a3fd28c16b58c8084f82cdc
EFTA00000823,9dfd91f4d35740315d70aa755b4e4d9ab5f6fb711bd4d033f61873bcb3cdb904
EFTA00000824,64b090772142ee3202a146d2a0f2f520a1bb7520fc10b73ccd7c5b9bf2770d71
EFTA00000825,76159226e1835a442fabd18d0251f630d49d08e489ee378fd6ec9c28cb10e5d9
EFTA00000826,38c9ba39c904cfbe31f50efc7b1a5b7deb2379797be0668cd160da0c2316a2f2
EFTA00000827,e9d15a02630430db024083ea210fe0d181187ca8f89c6acf34236fda22b9b584
EFTA00000828,6f0e5436541e078c5bce0433e2312abb077d59539fba30173d305cee44efd43d
EFTA00000829,234cc1a7b572ba818a3fc02fbdb3abfa2031eb0105e1ea1bd17638f8a46901a4
EFTA00000830,f24b09d43896a298d253022c4be044dc32366846f9d9501595b5a09578978b24
EFTA00000831,adc1ad9f3873190c4c524afe14f85df1e64f0f18667ee0693f1c81dc8741172b
EFTA00000832,4a6406f6c00b8c02fc4fdc87a164468ea6c0c823182b6174f0185e2f8c9564d5
EFTA00000833,f675086ee919fbe64e5595e8653bb55742e487cdfe99abab3a890d7436a00f0a
EFTA00000834,50c7aef24eff5931bc44d504ad296e8884099b0a4dee0e14063622504b716a7d
EFTA00000835,2b1cfbce051a15e7931a6e216c17b87f84db55b1f2aada1cf5610cd34ba849fe
EFTA00000836,f28fb44ab02a2c863b19ee2400b2226466dfaec58dab5b44ccffd6f5cddda1eb
EFTA00000837,21d264d1ddcced7ec24f936090a54d35708d96fa045111a7169105a79bb0b54b
EFTA00000838,5a6233e024c31975af6e1618861ec8116edd729a4271863cd59043bca5bedbfb
EFTA00000839,f0a34d41461c5197ad86c78c864dbe21e4702c31aab10bb6e9d1f5d44aa9713b
EFTA00000840,38e695e825cb020ca9b896a30a4e07c994d398ed1968344b5680ea8f3e86a946
EFTA00000841,2b02f47c40f32375fda7dc09792995b557b693c34a33985ef02ae8c9e1359c59
EFTA00000842,a5051b7f453d42658f45ef6388e74fc4b033e44e820827db275111f50aa7564e
EFTA00000843,374e55e50caf7978efaae8f0042e8934fce90500803b5dc9856c51e91492f7af
EFTA00000844,8b22da6960b723e75ba984124c8db874101fbcbdbcd03faff6be57db1aead5a3
EFTA00000845,70363f7cfb8459c3d0de57c4ddf1d0120c1d5f23741737eeac792a54d060ea93
EFTA00000846,310f2c2d529996d26595b6d8e7738e3f8f0d8aa195909668de09bb0e22c79312
EFTA00000847,5157c694c550bd1ccbf65d3e782f7fd057c3acd11aa94f22f7f9609c492ccea8
EFTA00000848,6039ba73ba4d14d7ac0e7c33f177758d7550aeb9bb12a5a27ff2282782775d5a
EFTA00000849,c936de68d7c44b5b64659f3a7a73b2d598a31d723597045c9066919663760ffd
EFTA00000850,4cf4edb28348ea6519609006e78a15e0495c4f7324cd38b836564582efe3f8bc
EFTA00000851,b6916e1e6f322bed229c864c1b3e4e573d80c9896040dd2471def18db28ea50e
EFTA00000852,71a25eea8cbad2159f84a5415bbdb003e61c517cd7008311f712d46de9620176
EFTA00000853,7371388829761a91a0fa3ca5c4b3f1ed1c4fe0e7309ad68be58563b8e4292b7f
EFTA00000854,fc7a8b59101a64d559dbd7881c6765b6fa005d4b73155ea5ce1432c1015b6e7c
EFTA00000855,894a2ae329bd0726019b1f0d134705966467a9bfac28760627d2bf88299d78b5
EFTA00000856,c0608dfb11ed1c542018817c18eba8842cc57c1fa4d66c404f080a94b0454c26
EFTA00000857,9ba341f2f578c1e5c6ee1b143bcdaa40a0ed7d019bfb1a71d6f18fab5fc16c7e
EFTA00000858,b8d1c53bf85dc108c45ed88a8b383bcd632b20302bb67a88badadef34535aabd
EFTA00000859,0b6d2b12a30e6e8fe3b78dd71365295260e22d37adca33ef3ad62aae9b61109a
EFTA00000860,91baf0ac2c8d3d5a5990a97a2b2e8aa2a799a4a3f19a73b560053b16d10965df
EFTA00000861,f8d45040f61c4e03f7bac757109f890aa8e178083d9198277e544ad93f8e6b79
EFTA00000862,1bdd430ae0d3f35caa49768d42943b97c3ff5636c390c2432b41e86c6941c6f6
EFTA00000863,c8d32e956ca2b25f8b5c825d22f05d44912efa6dce49bb13eb0519d6a31ac64f
EFTA00000864,ca661e64fcb5d18bef0b66e02e653d2dc99284e5acd816f2faa0472951cd818f
EFTA00000865,2b78340f191de8f6f217b7e95161ec6d767e8bc0fccce10f676763db50186b40
EFTA00000866,6842c4cb6e3a80944e6dc7c0ba5575a3691ae2636bb51b95fa3cc55524ef4b13
EFTA00000867,dc413e7cfc862791e48bfb702190e2588149b44e874521fca53b11f84bd399b8
EFTA00000868,26a1d2e579614c8a0a59f73ec0c14d5c05bda1e16ebb4983e39932bfd935a519
EFTA00000869,271d2db04f92e8b67eee55eea0171b89c689bb76b29d48c9badd053a6ef89114
EFTA00000870,646d9ac93430c98f7928472d47c4cfbce906cf9a5860356da1ebc1ec992c8cb4
EFTA00000871,71eb872aaec9bb8d1d720ac28d91dd60b70379c94e1770b2d9a9f65281661ecd
EFTA00000872,3ffac72475a73c3d1915f8833eaee739b703f4be7ae3deddeaee520426e50d07
EFTA00000873,802483e3783d1a62104a95848ed0f357dc84925ce348a44f48985906c4036c5c
EFTA00000874,9c9bf728c7b4f21d56820f0316e78313338b0387c6814cdc3861df37c43bbde7
EFTA00000875,97e800ccf670a8af0f8d95b34f549ae6e25e847b95d42426ac46f682d12597d8
EFTA00000876,a9fd91e4b7455a1eea8200ce2647ca2f361199173f8bf09ce48d5dce07d5afe8
EFTA00000877,fe059bc2b82e28ddf6d8445166f92ac2826edfb305e348a969e963fe26a09d23
EFTA00000878,d7d790b566f8a32886469faf4fa36d6b06ad4f99f86f7a39eb8e7c9f2f80fe8a
EFTA00000879,279cbbc197ffeb7336e92286f2d88a0d5db9bc3c2a9b94af514bba48c2ad250c
EFTA00000880,96edefb54fd743055a89b0c73b1647d86c3a5b18f895108b88d7c7dbcedba0d6
EFTA00000881,bde4817f8af5385f8e829579693d09bc45641e78a9e6017719d4d5dde801e011
EFTA00000882,f3926cb8ba9ad0c0de6f3597e62d0b0c9619fb888c9978a7e0cff9961a5f9cef
EFTA00000883,56cad9bd01e9fe38348ffd479d07ac7b9f6c0ee2eaf918789418a9eeab26c39a
EFTA00000884,9baa786300917fcaaa3adc1fca1abb7495afd431c11e1e0641e3b63e9c19ecaa
EFTA00000885,4c9dafa10064d58af524ee65c37a469c0099d76065ef27ad0709a176ab83f1b7
EFTA00000886,da4df6092a84b2cc520e904899a28103a151e283fd7a9686a4c60ec290bf0d40
EFTA00000887,8221302ce9171d587fcdac3d82fa0367026041e17cf423a3e0929ecd459310f9
EFTA00000888,507fd2105ee3f6cd46ba4b41dcaf570c3edfce543f74104690cd5af3bf7f6c50
EFTA00000889,2fae8146f19c5dad02a96fdea57c4ccf93611336445e506c0345eded23955a5d
EFTA00000890,d4738e250900b7d1617c8c7e468ee01cc2df5569d726477cd8698a0e074c4892
EFTA00000891,4603e7277c4c15cf5a582bf8d4b6cad548b56e44af57aab4586425c84428e63b
EFTA00000892,92d25152a4ba047b7e45995712fe5a135dcc2c4b5e249e6406327963d7e1e06a
EFTA00000893,ce8b3a16035ed8261e9ca9d0189a59bab7f1acf258c52803bde05ff1079d0927
EFTA00000894,f44636b121cf9ea0c523b280f54c6566e2944eb4e00d0eb50dbc935b9b1ef583
EFTA00000895,c569c1b3559add3d07bed9afbf3c5aaec3e261d598439f1e72498e5aeb97db73
EFTA00000896,fbbf2da044b50383cb78a5b9ba19a40ee5fe7fd3b26f260f2fef3c7399961b78
EFTA00000897,94634201a17ad3807d8049c90b11c76bac6db3375eeefaea56b0dd904017e74c
EFTA00000898,379db91290374c1377b04046d1e2446c4bcddba995769674af5ef6cd59a1a40a
EFTA00000899,14f151d6714c2cfe8bfc2ba9d3c9bbe3e1928a94b86eb2d63acd35b23d543e64
EFTA00000900,6bce45e43490329552dd28d783b843a0990717ff2db13a4d1b2c58e7efa98127
EFTA00000901,d669afcf0a2e9c849b453ed3fc626a04eef5cc4b750a182867e15f661ec7affd
EFTA00000902,52500b905aab6befb63e7abb5ef340e7626dfede3473a8d0cfab5322aaf2423a
EFTA00000903,ae5b3dbb7d78e7dda6ed6e2ab3ee39ff3eb5deab7ac5254a839c5a3d90e506ef
EFTA00000904,15cf5fd345e8b2f720ee58efa05a705eb11c28adab5830e1a3fc570e446a3a83
EFTA00000905,1a1f844b874e84ff074b0122eaa6297aa8d1d8a2753d977bbceb79d1fb0c6cfb
EFTA00000906,02a667a6695da2e8c8551cd02adb8bcbc5a6db99bc5f4bc91e14f329bfc69522
EFTA00000907,6e8fae712ac472c37773ac94c14b001ab425c6a93002cdf4058a7ef9836cecc2
EFTA00000908,1c83046aa0eced2a0355a9ff23558b9b260828e759df0cbde4c0fd923f399b64
EFTA00000909,bdd6ce18fae16d5228fd2ebf489a86cc1a80c763b11a172ae5281fbec842987f
EFTA00000910,76a6a6d20ff64a1be7410b660856198922407932f830c7022c96f7f08f49a767
EFTA00000911,42fc128e4fbe451a626069473817f8abf0c9115ad3257e47f263f4945c66b254
EFTA00000912,b9b2085b6a66a4e2f92c3ca2e00091f1eb2fcf1a2bc9319717cc3cdca2d0093b
EFTA00000913,6932a621dfd56c91ff435d6055a644b91435cdce954a4a7f8f2c78c0d94d3d6e
EFTA00000914,d2c0fffbced125883d423c2d8d8d72c176d1d27ebdc921af2b3ff20e526d3f9d
EFTA00000915,27179e581cb87faa1bb09218843968ccaa7cb85ef079e073296d4ab320a1018e
EFTA00000916,2e95bce00920eca2dbb0118b7e8f742c05be15be5138e4fac610a5cd7f18f70c
EFTA00000917,6b05949b2bc8f78df811342daa20c881c82ef374bcce90e8ff69b3653ca49723
EFTA00000918,4f52e05c1301bc7fbef532060d2b09b445bc902f8e899b0ccb6587713a242fbe
EFTA00000919,11fa75c9bb528713bbe81f8287a2ff1c03ca36ea00ac057d235f7e170356ee40
EFTA00000920,87cbc829816ea07e492f263da7831cb42c779f8bde7d663549769c662bc534fa
EFTA00000921,cc11667712e08bde0e94e80899271205abed59f01f0e3c4bb3fc3dea7976becd
EFTA00000922,24fbf8fe07aba35757e5eacb23b98ee155af093d7a1c65b1e7335854e8e9a32a
EFTA00000923,ebecf2552188cd57764aebdce5768e77a912d2a550228cd6b0567aa0c9f456ff
EFTA00000924,4c85382c688c3d9bb259b2c10c301efc562ab98130d97fc5bc72bc43154375ae
EFTA00000925,6f7002a30ada2c07bdb854deee601150e8bd472ee70cb752441f89def6c1c958
EFTA00000926,7c37fa592cfbe81c1ffbb6312a2ba7317640a9aa6d91064ce57a2fae2434c051
EFTA00000927,3e1c6b377d5d4cad49dd46a314b54a5a1a48f967748914d2bc3e90e972902de5
EFTA00000928,de76a882f2378f2d075a6c141a6eb8156fab623e5fc41c7d5d6eacf15805e9b5
EFTA00000929,127616b8b37f7fcebb315e506598d4cec6e8783d7376aac2bc28fc359faa15ad
EFTA00000930,ee2923cd219f94f9c3a345df004f3b1662cc38a4650c675b081832d60d4001ee
EFTA00000931,aff0656b4e4fb8472e83cfc70abf8e49414c03d7f56582ea8d68eec8cae83edf
EFTA00000932,76d1a50060810d8b7720e381c43ebd08298a891f99d47b7b5db3bee5a134c0b7
EFTA00000933,f564abe16a80f1b78c059b17fe8167958add37b03392d589e4594d90155c1969
EFTA00000934,ad8fc971e405b69b46420db6f461f97c8b92fe52bbeab02474ca4d7b0f6ea3b4
EFTA00000935,e26acd876c1c8367d0191367d60c625822b04dad1428e0d0861ca39df1e733ec
EFTA00000936,3500f585131daf84dc333d6e4ec950f673ca35f8109b1ef60221d346d9717c4c
EFTA00000937,cd2c1e0e631a6de892e43cdfadd1cc140a6a392418b755778f9e3343158b5c72
EFTA00000938,1f659ea467e8f934c3a533dc25011f66c47311f9519df66d7251038dc50497ee
EFTA00000939,0eb93295efcc52f92b66a06daf907fea79f6e5d81631cf010d2a4355fa7a526a
EFTA00000940,36ba1c624428c53c1d3ad67df8fb83ac6fb570df614d9f8556d1c73eaf61a00e
EFTA00000941,caa7aff48310e1873a196c36814290bd55696efef218216194678e550b38a20f
EFTA00000942,ecc770a51446c5746d3970347736382f0e6a47a56357997719efcf2e49eb6d8a
EFTA00000943,5d7f67bc1e430bd2da7d317f29de45810fb76542c09df233d54bed7326fa9287
EFTA00000944,f4f664673493b1ec70fb98572ccc5ead5aedc2f86c93e5ad6f0a9f781f2f8e4f
EFTA00000945,310750ed3876dbaf2fac8470cf318b345562f647e5942a6edc3b80fffe294ebc
EFTA00000946,5e9466f2b435df9bcfd069ebab741ef549b713bdf19c5dff494a01bed486a755
EFTA00000947,e66b5361b0cf7fd3e914ce8c449b94b670515505891ccd12da1a3e1e2036de12
EFTA00000948,afc914f39ae775506b47c2b53c3dead76f962503fbe3f6058bcf13ec0066f495
EFTA00000949,4e5376af36925b2653d86cb8007c2b6fe2e3072937553f1fb1c952d2f710bed5
EFTA00000950,866c94dfec1b1ea2cbda5897c37356403eaa5dc3c9de2ff926e1c3127b61bd3f
EFTA00000951,8dd7eb9dc1b4f00b349bdb3d5730c7e8ea17baabafbbf06673c5b17ca13ae4fd
EFTA00000952,79a24332ebee7aa613c75c8e617e29262dc4374f1a83b7dfcb87229d9bc25e0d
EFTA00000953,cb584af65e59adb559984a46ff2d70cb764f9da4f8630fb65a709895527eacdb
EFTA00000954,652f7bfbd5649226c819ad7760ca46e4be11dd207e6f055896ab2857562db953
EFTA00000955,3f4d005ea6c7f96b9873d7fffffa3c0e42178718b3cf23b48506513188817eb7
EFTA00000956,9de397fe15a4b9cbc0bb0dfea0c25886b5b69a846effeee8f44726d2026dc4b1
EFTA00000957,442ccc8a09716aaf32f1e1e4989425b0418e66734957eeb959983b66363c99cb
EFTA00000958,34bb5879a56140e965475a5d55a24159070c066981fdd75257d59711628c885e
EFTA00000959,76608507d1175f87f7fcd3916e5654f10c01d2e7b8ff0b1be36828ccdea7f8ab
EFTA00000960,2acf35ca8b81fbd635ed084c0577059f6100a246c3c8c93cede26e5cc2f47f29
EFTA00000961,29c26f2b6ca8581d9f7fd35689acd5157ae54682d6792c7cddca2754cbf7d0c4
EFTA00000962,cfb84a73fd6f5354458b181eb0dcc1fdb7c15a4ac6457aee47715fce7421c79c
EFTA00000963,b65a5b2aced609ef1439361b47d6fa4f33bc6c099c0fef3ed17ad541f2c9f546
EFTA00000964,1a885f22877f52a29de8b5105b687c43657838fc4b4356e4b9fba04cc0c000e0
EFTA00000965,2a7bdb1ae3df8414cf608da4e7fd8031f3b1a92fa9183996c3fd59bc327c9cbc
EFTA00000966,ec6947b6edc23a86bd7d486c463518f2987c5b05c467cabb8a195d6454c159f5
EFTA00000967,fe9c9eb88f02036e9f2116c7ce1eb26bdf74b27176db113a9383c186d161607a
EFTA00000968,e4e90d7a42b435437fcfe5b888352e6bfeb3ed1cbf87fa48c976922dfef01dc4
EFTA00000969,e1c81091e87c435344dd32af5e81f4a414fc3f5ccb244138753763bf8886c245
EFTA00000970,a7c4aadc631c751a7d1a561b7edf083a3375c7195fa222faa108951c2d25c71b
EFTA00000971,64f4b374919f7ad452dca0dff739a9513e37d2c4b1a112a3e7083638ccdf1aa6
EFTA00000972,7bb68879f9338ec867501274721833f69056275a7a985a1472b3479589385245
EFTA00000973,9e43849eb22e5c4dceff9287d4bae29ed03641fe63e22cf9592808dbed36aa80
EFTA00000974,788a4139b652df03709297d36bf41892248e051b923f395f49f421dac54655d8
EFTA00000975,9e1a0f59e7c4d680142ba217fa08d8a3e868046fefcbe397fef606c6fe9f675b
EFTA00000976,3f92dfa3a2bcbe6dd5c4bdc39b857a95f9c01eedfbdb0831ac9f659e0c6e6964
EFTA00000977,7b550c6e0499da8cb2783ac58b9b7080cc45bac4d3ce2e92f6ea627d0ec0dc0e
EFTA00000978,d160c724571214c21def7c7b96fdcefc1a733dec6255c70a091c4fd84fe18613
EFTA00000979,ce7793ca854ea5c172decad6aac5529bd2c524d02cbd01a6a1a08f81c20c63e6
EFTA00000980,510db6638492f5da9c909a25e1fab6d396d5c57053309ffc240a5893aff5b67d
EFTA00000981,e2c6e4f2530d8d235a8b3af26d8ffcec4e7a77aae420f23630e436fc5cda53ed
EFTA00000982,f5ab2ed4d9dfe95ba1fdf6578678a32d787285bb5374c6c8c9ea2dd1df910bdb
EFTA00000983,e4cd43ee2230e919084a0109c3729aa377c337095ebbc53cbd8e1248345842d5
EFTA00000984,2aad1e1341c76767eb507adf3f3e032ded6664a7db9049490156daa64099abd9
EFTA00000985,6e6b14acb94bc9fdd9635bf9e50a8f06c933048c6aa424dd385e4196a7a9a29a
EFTA00000986,dcde2230e5a889b4c95406a2fef4a7d18facdb9c5ace4592072f08bad196bffd
EFTA00000987,f7c00568a791027d3dec556c4ceea7e6b8cccfbb4ace9531429196125afabfa2
EFTA00000988,5273c2e92230e8fc98c6bde84b9394e78aaa025a0ac31a4de354a8b32b8d69b5
EFTA00000989,7c5b53bbbbfaa661c1cac0c180641281af05d39cd9c9a2bd28b4001b25060865
EFTA00000990,63467a027ad6c0c3e3c5ce4c29c185733fecd1ed5be5e37253e1896f9d14b11c
EFTA00000991,71c3210144c99d225ec19c4d1d3344f90fbea90dfa0ea22dce8df7b81e7de495
EFTA00000992,786d20beeaadd8798ced8cec6c027b500acdce943347ac385c61b0999f745302
EFTA00000993,fbe77f52e856eb8f4740ed7cc6cd5048b273abf3ed54be99e77dd5e588fdf9bb
EFTA00000994,c994a8974bc206a4e5d6214f4ded6b07a234ff44012cf77c81408beeb5b38c12
EFTA00000995,9fa43b93659d398394b8afa489cacd450aa8a217962e9f788eafccf576f36c93
EFTA00000996,b98c2d5c6edea01516672c5899d83d482956436b126552fd3f9e93b939ccc704
EFTA00000997,42cad57fc3bfea6c589d8aef9c537a617a41aea2b262ab272406bc1ecae06b3c
EFTA00000998,a354f59af0553be6e650e61746820ca2e1d35f6169bdd3d24134cd22d19a01aa
EFTA00000999,ccba0540e9889c8b702c850015de4a4e7b187a2504903381a672cffcc6cf7a3d
EFTA00001000,9614799325311343d48bb5fa2d03f923410ef1c60eea66e3e6d38cba376b3aa1
EFTA00001001,f2799b75679af0db905224d4db4599d204efb3be678070317c45bac424beeb54
EFTA00001002,769b46b0a4b7dd19ae3136420fbe4240af976568314a73a7b62b2bb61f911db0
EFTA00001003,30d734c6161d82408d4305eda7aa17a3448b285da4c4058c82cba95e85fceed0
EFTA00001004,82a6164ca3aa99cb800748a80d951583a42da37abb2f4dc7b90cba8f970f3f9b
EFTA00001005,d0b93aa355cc01a9970659d5603111a6751f9f3e8d5c5f58f3db343fa37c854d
EFTA00001006,816533873ceaa2461e1379125fed24f6f861db9765157d37ee64babfafe79d80
EFTA00001007,25e2eed6efee3e9484d42b4907c3d7a6e570ee3aa82c9ea02f54bb29033bb8e8
EFTA00001008,4d3c960498ff60b66b38e006b8b15cb60d79bf3d0af617dec4edd0aade90e3a2
EFTA00001009,4f08e155a90651ba2b595fc4f4470335d1d5432915d42acb7ce2f88a8869b839
EFTA00001010,a4137ebfbcac077c088b8c8bbab89c7ca1c73e94824cb5454646cc1c46e0daef
EFTA00001011,43705c2493d48e4216af97e0b09497ea171851eb830346c9969ecdb87823569b
EFTA00001012,879e63f51d4c0ba8da1ae2b8cd2a6b2c77c7f9b4198ced59f585315f56db7c90
EFTA00001013,85a08dd4c150429b13469cd2f48e8cf6dc5755f873069496ae7f13f26142cf86
EFTA00001014,9c5da160d30757e52cac6756b54242a3e8ea64b092ea76100b2e19c8a8b29902
EFTA00001015,252fd34ea6712fa8daf8de858e9f506a66e4f1680efbb3a38a75d75f85c89908
EFTA00001016,7f7a6d9f25fcd56fda8c4057e20d0fdd90db2bcd535b1cde4b8e2a12ece2384d
EFTA00001017,41dbcaf7d1ca50a92ec49ea2d9318f627879082292314f3f0137bfe2ac56aeff
EFTA00001018,6e46e42e811f6b4c68fc941e1cf7757558d3d5dbf3315fbe67f7033e687d5a3d
EFTA00001019,16c355dbcdec0f8c1c8c0716ec22a544cf497d099a2da9a3f5a3318f294f0436
EFTA00001020,0f9f789e13dbb5c034c0dbd0e0f008a65ef3141229f8946751c2332937dd8177
EFTA00001021,9c9b2781d37eba9807add4f6b66b03b6655fce64b31f5162db7854629df6b046
EFTA00001022,e003304b55ef6ff8801f4426d8c9684760639635a2e8c8c0f561045dedf8aa37
EFTA00001023,761f8d56f534916abd286afdc3f6af22716ec205a2fe96d13540977590234043
EFTA00001024,3662addd4e0969c54e2ca0fe11bc9dfc875dde31fc9cf84029a08701086761be
EFTA00001025,87b404dae8fcce984a509af9a6a1621cbc105208b2d00f4314b91e486284e24b
EFTA00001026,b4482bae7d660052a1688798e4c6effb534efbdb7d4861b0893692a14bec3a86
EFTA00001027,1467ceabd0b84b229a415f2ff01c810cd977a19dfed74b49ba82a72b2f1f94af
EFTA00001028,461c1ea112b746e7d2cb34489aa01c580c72b59c7996e8e39ad1644b0c16403c
EFTA00001029,80cad40e7d9c7198cb944f4ae510d0bce8393a3579840509848cbf490dc42236
EFTA00001030,8b4221fff771c4e0ed8991eb16bb966b0642c5b780fff0b7f6a84cac30d2b01f
EFTA00001031,3cf80ed2c8342873c76f7267c4f606581cf7f9c686e9abd15d70c08a447c2a9d
EFTA00001032,fcc9e4a6eb9cf0ca735cd04a1d2b11bc265af6f2201c549253e29355105af619
EFTA00001033,4327821841a80a043bbb5ecf26d0ada0fc6594eba0a25688cc0f6b9f4dbccadd
EFTA00001034,ea6454238f81884913873942f74d105809893c58e12e426af9f1d4cf4a3ca8d0
EFTA00001035,8fa3430f88d96895ca558309c8bebc3a36c32ebac8720d2c7457ec10f550d502
EFTA00001036,395f92d4425bda9be0695b581c92c87fdd56aaeae348c7a9d544efcbd19bc1bf
EFTA00001037,17b3c4f175fd860bf0712542c4732fb7822e362c37572d448b45f8a47bae3a6e
EFTA00001038,f2927aeaff411cd520adbe9b2620fc57bc4d98e073a282ab46f297ccd8cdf8c6
EFTA00001039,2ff7e0ac7552f9a8a6685aaad3129eefa8fc509958f6b90f214671521c081944
EFTA00001040,34efa8398214ca4cb477c744bac5adafc63d62de48df46013cdcd49cee7ebeda
EFTA00001041,365535a634f76473f17bd4c6b71991655c3b1db56cf764d4cbad8e2044e90049
EFTA00001042,aef63152fadc0ce87be330a4fd6d2b1a800f9dfe6a33a5a9e154d11a515d957f
EFTA00001043,d51603d829b10dbb4e90d4dade900b1bf06626332771859ee54ce17019b32133
EFTA00001044,0940cc6d939304a95f1f94ba5dd015eb9031c639e03b63c8abcfedfd6181064e
EFTA00001045,f620962730857678e74e1a20da065ea812b83979f146234a638e09b354be854e
EFTA00001046,4152c61d62a6a5c3e2f201cdc64cc73d6dfd283ce83d2f518b3c484375ecd745
EFTA00001047,434361a10b7df08e6f277c822367163ad67d8037a2278339e5db60331e083bb1
EFTA00001048,b3a0969a1dc874a21ff840e76e41f1895733a0b818f993a967d17ca2b6e01a91
EFTA00001049,739f30879192b7cac0e7c6f8c957938bf944b5f974c31dd507cf18e457f03964
EFTA00001050,f9c65e33dff256e03b7e3bf099a68cba37984562df7bdb4e59995b31cc4e6756
EFTA00001051,ac3eafe19456bedc84c22315d89a9256b26b4f505066a18aa5180257c69f6a3a
EFTA00001052,a7aac4071aeb1cb745e2e677eeafe297fbe218fafda9536c325143e4c3ba4b3d
EFTA00001053,ee6d267b778793d17b33fa93554aed2ca048fef50b0e12c70c4e8c6aa8efdd55
EFTA00001054,d53cac32c0ed79fc6bb2916f7ce9e6941e6473d2aa018ed2c173be4df0c34983
EFTA00001055,b0a1488a3b2f543792447a53064b5044ad13ef4f3e5887dbf04f169aba4d0e2a
EFTA00001056,9f637794380d3f723377b0e558b95364aa655f220479f142117dad1a6ca453a5
EFTA00001057,41920d7ee4df4405a86cf5bb9f7c73ede0e4b0787053abfe2138c0e2e1a3dc35
EFTA00001058,400a4e9572b691059a1457ceee4a6bd5c3516e13ce59d853e05ca4739ab999b9
EFTA00001059,f893503ae547166a107451e93d1baeeec960ca281511c0c8d90fc2f5e832c58a
EFTA00001060,6e40cb464221fb4ab4c3a5d96db7857196897b2473a0b540e3c204ce5ab385f3
EFTA00001061,27a6317d4b49d482803e5b616b8108bfcaf461bc3c12b7618adeb2334bad7b2c
EFTA00001062,594b0d67542dedadd9e8fe42a0f8fd16310f1744ec3f3cfd86d0a59b1a7e7a2e
EFTA00001063,d3b149f18baa48144e638a51400108e78830e8930027a36378faaa26195fa905
EFTA00001064,be6f77efdfae57f1ee43e491565afdfaab6793d045ce308abd9028c9cd7e16a1
EFTA00001065,167aa528f038c8882d2a43db7f7bad3aae9c3d1d46b3393bd839e1ba65c36e85
EFTA00001066,423cda96864a9ef23a21b5529a0a1f9a4856aeedfa73bdfa55f1be00b178f0dc
EFTA00001067,0a50ece20a0f3c94d1e45fb0c4978e4bc0a9213a7818d99cc25b6a78ebf0b886
EFTA00001068,401c4a2bda9d1de25c1e2f8817ab6b27cdf2a6131b4b6e9c77a573379cb5f157
EFTA00001069,faa2c311da690663e87d51be317363aec08d55db575b2227efd682a76c0b8dd0
EFTA00001070,aa18ddc5ddbd6cb9d4d32bd84d48a5395b09cc20235488d4d9940d5dc9d7a0d9
EFTA00001071,67ce0eb13fa4df5d27ccbb62d3c62e97f3e9e5a3ce1ba30f4fc3975791ff3f11
