efta,file_size_bytes,pages,words
EFTA00027183,17877,1,44
EFTA00027184,319925,5,1338
EFTA00027189,320988,5,1337
EFTA00027194,318371,5,1340
EFTA00027199,319094,5,1338
EFTA00027204,317932,5,1333
EFTA00027209,322405,5,1337
EFTA00027214,319166,5,1338
EFTA00027219,318605,5,1337
EFTA00027224,89947,1,549
EFTA00027225,41560,1,178
EFTA00027226,40155,2,118
EFTA00027228,17429,1,53
EFTA00027229,31605,1,112
EFTA00027230,71968,2,300
EFTA00027232,67382,2,281
EFTA00027234,433171,5,2244
EFTA00027239,49043,1,259
EFTA00027240,15122,1,23
EFTA00027241,17548,1,67
EFTA00027242,52571,2,146
EFTA00027244,132174,3,717
EFTA00027247,228742,3,1070
EFTA00027250,18237,1,71
EFTA00027251,23995,1,53
EFTA00027252,24384,1,81
EFTA00027253,35013,1,192
EFTA00027254,41677,1,216
EFTA00027255,26337,1,127
EFTA00027256,4531,1,1
EFTA00027257,35553,1,166
EFTA00027258,65524,2,230
EFTA00027260,15898,1,47
EFTA00027261,20204,1,37
EFTA00027262,34090,1,106
EFTA00027263,56912,2,236
EFTA00027265,45101,1,187
EFTA00027266,36909,1,89
EFTA00027267,66036,1,182
EFTA00027268,1488655,22,6967
EFTA00027290,19172,1,68
EFTA00027291,44933,1,218
EFTA00027292,12244,1,28
EFTA00027293,55425,1,201
EFTA00027294,94259,2,440
EFTA00027296,100502,2,360
EFTA00027298,150729,3,799
EFTA00027301,125740,2,531
EFTA00027303,30193,1,118
EFTA00027304,32957,1,135
EFTA00027305,27853,1,119
EFTA00027306,21834,1,55
EFTA00027307,2363733,34,10825
EFTA00027341,24354,1,74
EFTA00027342,25948,1,133
EFTA00027343,62502,1,300
EFTA00027344,23789,1,81
EFTA00027345,23804,1,101
EFTA00027346,70605,2,354
EFTA00027348,25158,1,138
EFTA00027349,30002,1,144
EFTA00027350,142219,3,781
EFTA00027353,6399,1,1
EFTA00027354,6399,1,1
EFTA00027355,29644,1,134
EFTA00027356,45890,1,161
EFTA00027357,67073,2,180
EFTA00027359,22912,1,44
EFTA00027360,802913,12,3752
EFTA00027372,46878,1,156
EFTA00027373,21203,1,47
EFTA00027374,34474,1,197
EFTA00027375,97160,2,505
EFTA00027377,27760,1,114
EFTA00027378,91276,2,429
EFTA00027380,55586,1,234
EFTA00027381,54943,1,275
EFTA00027382,73320,2,330
EFTA00027384,19304,1,31
EFTA00027385,25421,1,44
EFTA00027386,59530,1,294
EFTA00027387,16728,1,45
EFTA00027388,55737,2,171
EFTA00027390,19049,1,50
EFTA00027391,19440,1,59
EFTA00027392,103702,2,434
EFTA00027394,29936,1,125
EFTA00027395,88096,2,470
EFTA00027397,16697,1,59
EFTA00027398,755127,11,3523
EFTA00027409,53680,1,186
EFTA00027410,145703,3,959
EFTA00027413,36450,1,127
EFTA00027414,25722,1,88
EFTA00027415,42367,1,146
EFTA00027416,196064,3,828
EFTA00027419,29121,1,124
EFTA00027420,20215,1,50
EFTA00027421,44921,1,178
EFTA00027422,14795,1,23
EFTA00027423,16085,1,34
EFTA00027424,62467,5,221
EFTA00027429,17645,1,49
EFTA00027430,113466,3,416
EFTA00027433,199991,4,1101
EFTA00027437,56659,1,76
EFTA00027438,22340,1,31
EFTA00027439,20699,1,29
EFTA00027440,65671,1,407
EFTA00027441,18040,1,56
EFTA00027442,17565,1,49
EFTA00027443,37737,1,142
EFTA00027444,724510,12,4446
EFTA00027456,22281,1,48
EFTA00027457,19327,1,67
EFTA00027458,53070,1,267
EFTA00027459,23471,1,57
EFTA00027460,66985,2,339
EFTA00027462,30041,1,72
EFTA00027463,66911,2,241
EFTA00027465,44200,1,256
EFTA00027466,286920,3,1376
EFTA00027469,88045,2,405
EFTA00027471,287473,3,1379
EFTA00027474,1097823,17,6183
EFTA00027491,1094808,18,6179
EFTA00027509,17785,1,55
EFTA00027510,1169566,18,6597
EFTA00027528,1375180,26,4083
EFTA00027554,57477,2,303
EFTA00027556,37008,1,116
EFTA00027557,24677,1,60
EFTA00027558,30211,1,141
EFTA00027559,30546,1,107
EFTA00027560,65995,2,236
EFTA00027562,52982,1,200
EFTA00027563,78799,2,249
EFTA00027565,93372,2,417
EFTA00027567,87409,2,211
EFTA00027569,27041,1,109
EFTA00027570,35978,1,124
EFTA00027571,27499,1,87
EFTA00027572,45523,1,160
EFTA00027573,25295,1,60
EFTA00027574,17206,1,56
EFTA00027575,24036,1,58
EFTA00027576,65617,2,278
EFTA00027578,30845,1,121
EFTA00027579,57173,2,284
EFTA00027581,80269,2,352
EFTA00027583,21641,1,47
EFTA00027584,66821,1,323
EFTA00027585,271353,4,1567
EFTA00027589,28146,1,97
EFTA00027590,46361,1,242
EFTA00027591,5463987,50,9231
EFTA00027641,16512,1,37
EFTA00027642,27548,1,113
EFTA00027643,325863,2,730
EFTA00027645,27790,1,124
EFTA00027646,105037,2,437
EFTA00027648,36862,1,125
EFTA00027649,59762,1,173
EFTA00027650,24266,1,89
EFTA00027651,104036,2,429
EFTA00027653,22417,1,63
EFTA00027654,59762,1,173
EFTA00027655,30345,1,75
EFTA00027656,14260,1,20
EFTA00027657,79570,2,296
EFTA00027659,87353,2,305
EFTA00027661,59381,1,159
EFTA00027662,30084,1,116
EFTA00027663,70112,2,276
EFTA00027665,40439,1,169
EFTA00027666,2322656,33,11288
EFTA00027699,14857,1,23
EFTA00027700,49376,1,184
EFTA00027701,57452,2,269
EFTA00027703,36600,1,98
EFTA00027704,74059,2,268
EFTA00027706,45618,1,180
EFTA00027707,26851,1,112
EFTA00027708,85055,2,433
EFTA00027710,34596,1,109
EFTA00027711,33358,1,83
EFTA00027712,12608,1,24
EFTA00027713,14272,1,27
EFTA00027714,20373,1,42
EFTA00027715,12070,1,21
EFTA00027716,23851,1,50
EFTA00027717,498210,10,2085
EFTA00027727,37554,1,163
EFTA00027728,44355,1,192
EFTA00027729,78939,2,332
EFTA00027731,46246,1,166
EFTA00027732,445067,7,1790
EFTA00027739,33361,1,112
EFTA00027740,11999,1,19
EFTA00027741,21525,1,43
EFTA00027742,17232,1,19
EFTA00027743,28708,1,85
EFTA00027744,165851,3,1042
EFTA00027747,13334,1,29
EFTA00027748,19908,1,42
EFTA00027749,107509,3,438
EFTA00027752,22094,1,48
EFTA00027753,182383,3,725
EFTA00027756,171433,4,923
EFTA00027760,187913,4,1009
EFTA00027764,27669,1,65
EFTA00027765,132738,3,660
EFTA00027768,77916,2,447
EFTA00027770,144468,2,691
EFTA00027772,20688,1,71
EFTA00027773,90920,2,539
EFTA00027775,16691,1,27
EFTA00027776,2077635,31,9637
EFTA00027809,1233778,14,3311
EFTA00027823,27993,1,109
EFTA00027824,59456,2,165
EFTA00027826,57970,1,203
EFTA00027827,56336,1,216
EFTA00027828,59608,1,216
EFTA00027829,22311,1,64
EFTA00027830,430603,7,1683
EFTA00027837,50362,1,196
EFTA00027838,56737,1,200
EFTA00027839,56880,1,201
EFTA00027840,52291,1,195
EFTA00027841,55432,1,200
EFTA00027842,44204,1,212
EFTA00027843,13142,1,26
EFTA00027844,58082,1,227
EFTA00027845,13728,1,22
EFTA00027846,53978,1,307
EFTA00027847,287475,3,1400
EFTA00027850,287581,3,1399
EFTA00027853,282998,3,1379
EFTA00027856,99671,2,438
EFTA00027858,59747,1,287
EFTA00027859,29540,1,58
EFTA00027860,38869,1,168
EFTA00027861,143719,3,827
EFTA00027864,135062,2,785
EFTA00027866,9348,1,17
EFTA00027867,68721,2,183
EFTA00027869,71871,2,215
EFTA00027871,26394,1,100
EFTA00027872,22468,1,58
EFTA00027873,90031,2,437
EFTA00027875,26560,1,58
EFTA00027876,88009,2,376
EFTA00027878,89523,2,363
EFTA00027880,15233,1,25
EFTA00027881,96296,2,458
EFTA00027883,30358,1,137
EFTA00027884,1399346,28,7391
EFTA00027912,236416,4,1284
EFTA00027916,51343,1,217
EFTA00027917,52358,1,225
EFTA00027918,16591,1,35
EFTA00027919,91623,2,398
EFTA00027921,84579,2,372
EFTA00027923,130763,2,636
EFTA00027925,41224,1,211
EFTA00027926,35298,1,121
EFTA00027927,28088,1,61
EFTA00027928,12128,1,20
EFTA00027929,20243,1,41
EFTA00027930,44054,2,187
EFTA00027932,28169,1,120
EFTA00027933,17985,1,52
EFTA00027934,24505,1,56
EFTA00027935,30925,1,120
EFTA00027936,120165,2,575
EFTA00027938,38856,2,111
EFTA00027940,23020,1,55
EFTA00027941,34330,1,158
EFTA00027942,172359,4,761
EFTA00027946,52106,1,237
EFTA00027947,120761,2,709
EFTA00027949,129071,3,587
EFTA00027952,28368,1,102
EFTA00027953,53457,1,296
EFTA00027954,28734,1,74
EFTA00027955,11521,1,18
EFTA00027956,21657,1,45
EFTA00027957,12388,1,19
EFTA00027958,21201,1,42
EFTA00027959,119825,3,479
EFTA00027962,36307,1,101
EFTA00027963,65963,2,215
EFTA00027965,48460,1,74
EFTA00027966,65833,2,215
EFTA00027968,35415,1,103
EFTA00027969,40022,1,118
EFTA00027970,65300,2,208
EFTA00027972,80704,2,272
EFTA00027974,279286,1,142
EFTA00027975,89041,2,485
EFTA00027977,49760,1,244
EFTA00027978,23916,1,85
EFTA00027979,3478591,21,7707
EFTA00028000,39415,1,211
EFTA00028001,41323,1,213
EFTA00028002,31699,1,105
EFTA00028003,1353137,23,6478
EFTA00028026,54060,2,226
EFTA00028028,46850,2,178
EFTA00028030,62090,2,297
EFTA00028032,29922,1,157
EFTA00028033,18659,1,52
EFTA00028034,37200,1,148
EFTA00028035,28808,1,102
EFTA00028036,93054,2,425
EFTA00028038,19043,1,38
EFTA00028039,36551,1,96
EFTA00028040,28417,1,99
EFTA00028041,86539,3,377
EFTA00028044,63108,1,398
EFTA00028045,131883,2,501
EFTA00028047,61444,1,314
EFTA00028048,50194,1,293
EFTA00028049,34760,1,134
EFTA00028050,35851,1,143
EFTA00028051,40819,1,163
EFTA00028052,140329,3,604
EFTA00028055,332004,5,1573
EFTA00028060,72104,2,225
EFTA00028062,69833,2,197
EFTA00028064,69427,2,195
EFTA00028066,68972,2,200
EFTA00028068,16094,6,6
EFTA00028074,69139,1,219
EFTA00028075,12942,1,25
EFTA00028076,19171,1,38
EFTA00028077,36616,1,192
EFTA00028078,48794,1,162
EFTA00028079,38430,1,161
EFTA00028080,11651,1,18
EFTA00028081,20681,1,43
EFTA00028082,66993,1,200
EFTA00028083,12971,1,26
EFTA00028084,20950,1,43
EFTA00028085,58774,2,286
EFTA00028087,47346,1,219
EFTA00028088,68075,1,208
EFTA00028089,392925,1,1
EFTA00028093,44689,1,164
EFTA00028094,104280,3,600
EFTA00028097,132799,3,284
EFTA00028100,80967,2,335
EFTA00028102,45483,1,170
EFTA00028103,155084,3,523
EFTA00028106,237258,3,603
EFTA00028109,60161,1,227
EFTA00028110,199645,5,720
EFTA00028115,58519,1,229
EFTA00028116,22188,1,48
EFTA00028117,22630,1,33
EFTA00028118,13729,1,23
EFTA00028119,21693,1,47
EFTA00028120,92809,2,658
EFTA00028122,23672,1,42
EFTA00028123,21940,1,46
EFTA00028124,57568,1,207
EFTA00028125,16114,1,35
EFTA00028126,55582,2,201
EFTA00028128,23342,1,31
EFTA00028129,362484,7,2048
EFTA00028136,72843,1,211
EFTA00028137,31597,1,72
EFTA00028138,30298,1,49
EFTA00028139,31217,1,55
EFTA00028140,36570,2,181
EFTA00028142,44927,1,207
EFTA00028143,15032,1,31
EFTA00028144,11215,1,16
EFTA00028145,43606,1,179
EFTA00028146,78775,2,357
EFTA00028148,41047,1,179
EFTA00028149,316337,6,1859
EFTA00028155,145405,3,539
EFTA00028158,79776,2,317
EFTA00028160,13916,1,32
EFTA00028161,72413,2,360
EFTA00028163,119192,2,461
EFTA00028165,96912,2,335
EFTA00028167,25581,1,79
EFTA00028168,738007,15,3059
EFTA00028183,265881,5,1168
EFTA00028188,131351,4,320
EFTA00028192,27626,1,72
EFTA00028193,32435,1,163
EFTA00028194,37373,1,138
EFTA00028195,26903,1,70
EFTA00028196,42711,1,136
EFTA00028197,14442,1,21
EFTA00028198,22165,1,29
EFTA00028199,19158,1,25
EFTA00028200,27219,1,89
EFTA00028201,54688,2,216
EFTA00028203,31661,1,104
EFTA00028204,23638,1,89
EFTA00028205,33602,1,79
EFTA00028206,35981,1,90
EFTA00028207,39635,1,126
EFTA00028208,18436,1,58
EFTA00028209,79760,2,417
EFTA00028211,46517,1,216
EFTA00028212,63485,2,304
EFTA00028214,47293,1,220
EFTA00028215,37279,1,82
EFTA00028216,107353,41,41
EFTA00028257,79825,2,293
EFTA00028259,34708,1,100
EFTA00028260,259706,5,1206
EFTA00028265,259120,5,1214
EFTA00028270,119263,2,504
EFTA00028272,94105,2,377
EFTA00028274,188890,3,792
EFTA00028277,31979,1,92
EFTA00028278,36637,1,93
EFTA00028279,63813,1,88
EFTA00028280,48368,1,71
EFTA00028281,14866,1,24
EFTA00028282,18949,1,42
EFTA00028283,28810,1,101
EFTA00028284,36524,1,165
EFTA00028285,105176,2,409
EFTA00028287,37144,1,155
EFTA00028288,19690,1,59
EFTA00028289,90262,2,397
EFTA00028291,18893,1,52
EFTA00028292,113828,3,400
EFTA00028295,22961,1,68
EFTA00028296,15997,1,30
EFTA00028297,930496,10,5006
EFTA00028307,17895,1,47
EFTA00028308,498986,4,1048
EFTA00028312,26989,1,82
EFTA00028313,20892,1,52
EFTA00028314,12609,1,17
EFTA00028315,31674,1,124
EFTA00028316,36100,1,165
EFTA00028317,125827,2,707
EFTA00028319,49217,1,252
EFTA00028320,25822,1,78
EFTA00028321,223540,1,401
EFTA00028322,27584,1,84
EFTA00028323,25601,1,47
EFTA00028324,368680,5,2123
EFTA00028329,19841,1,52
EFTA00028330,17423,1,49
EFTA00028331,23597,1,73
EFTA00028332,57275,2,337
EFTA00028334,37649,1,138
EFTA00028335,93008,2,309
EFTA00028337,72611,2,365
EFTA00028339,369762,6,2175
EFTA00028345,21476,1,46
EFTA00028346,131660,3,474
EFTA00028349,14678,1,30
EFTA00028350,23526,1,47
EFTA00028351,30078,1,86
EFTA00028352,45479,1,196
EFTA00028353,38556,1,206
EFTA00028354,54971,1,299
EFTA00028355,87376,2,460
EFTA00028357,198718,4,1010
EFTA00028361,27215,1,72
EFTA00028362,44066,1,216
EFTA00028363,45723,1,235
EFTA00028364,86218,3,271
EFTA00028367,97111,3,422
EFTA00028370,95337,3,402
EFTA00028373,85579,2,377
EFTA00028375,37945,1,162
EFTA00028376,25999,1,81
EFTA00028377,13564,1,27
EFTA00028378,20330,1,41
EFTA00028379,21585,1,64
EFTA00028380,45154,1,156
EFTA00028381,55078,2,252
EFTA00028383,15086,1,34
EFTA00028384,123423,3,634
EFTA00028387,32245,1,105
EFTA00028388,2257476,27,5549
EFTA00028415,110409,2,586
EFTA00028417,28924,1,82
EFTA00028418,87496,2,339
EFTA00028420,48302,1,198
EFTA00028421,83085,2,479
EFTA00028423,92470,2,494
EFTA00028425,341003,9,1482
EFTA00028434,58124,2,249
EFTA00028436,13960,1,15
EFTA00028437,21116,1,74
EFTA00028438,163315,3,742
EFTA00028441,23581,1,46
EFTA00028442,33867,1,123
EFTA00028443,24013,1,95
EFTA00028444,94407,2,453
EFTA00028446,110884,2,355
EFTA00028448,175097,3,979
EFTA00028451,23870,1,91
EFTA00028452,127152,2,822
EFTA00028454,66066,3,115
EFTA00028457,15113,1,24
EFTA00028458,115710,3,487
EFTA00028461,348413,6,1871
EFTA00028467,33614,1,125
EFTA00028468,138051,3,696
EFTA00028471,53017,1,236
EFTA00028472,273837,2,623
EFTA00028474,23032,1,37
EFTA00028475,13128,1,23
EFTA00028476,24044,1,52
EFTA00028477,24084,1,39
EFTA00028478,97092,2,489
EFTA00028480,19030,1,30
EFTA00028481,17620,1,32
EFTA00028482,28156,1,79
EFTA00028483,57865,1,217
EFTA00028484,22429,1,64
EFTA00028485,2504028,14,2785
EFTA00028499,3156759,24,4880
EFTA00028523,512634,3,672
EFTA00028526,45995,2,160
EFTA00028528,25929,1,88
EFTA00028529,143380,3,798
EFTA00028532,36831,1,139
EFTA00028533,45679,1,212
EFTA00028534,44564,1,191
EFTA00028535,25292,1,90
EFTA00028536,27806,1,27
EFTA00028537,26798,1,49
EFTA00028538,72861,2,211
EFTA00028540,35790,1,145
EFTA00028541,65947,2,353
EFTA00028543,63450,1,189
EFTA00028544,12434,1,20
EFTA00028545,18780,1,36
EFTA00028546,96062,2,539
EFTA00028548,60576,1,181
EFTA00028549,158432,1,176
EFTA00028550,113957,2,328
EFTA00028552,12507,1,20
EFTA00028553,17739,1,54
EFTA00028554,262346,4,482
EFTA00028558,23755,1,77
EFTA00028559,16061,1,49
EFTA00028560,71179,2,322
EFTA00028562,21989,1,64
EFTA00028563,33072,1,127
EFTA00028564,16991,1,32
EFTA00028565,26427,1,102
EFTA00028566,464522,0,0
EFTA00028567,19766,1,53
EFTA00028568,433942,2,450
EFTA00028570,16741,1,33
EFTA00028571,429146,7,2574
EFTA00028578,37516,1,84
EFTA00028579,35599,1,75
EFTA00028580,71667,2,368
EFTA00028582,89836,2,371
EFTA00028584,37613,1,125
EFTA00028585,398502,7,2377
EFTA00028592,453587,2,473
EFTA00028594,20693,1,59
EFTA00028595,585942,12,2421
EFTA00028607,624678,13,2573
EFTA00028620,857093,21,3241
EFTA00028641,282683,2,713
EFTA00028643,18159,1,45
EFTA00028644,97269,2,315
EFTA00028646,464375,8,2697
EFTA00028654,34736,1,121
EFTA00028655,228942,5,1159
EFTA00028660,53930,1,51
EFTA00028661,51502,1,62
EFTA00028662,62884,2,87
EFTA00028664,11947,1,20
EFTA00028665,22232,1,47
EFTA00028666,72724,2,71
EFTA00028668,13790,1,31
EFTA00028669,20715,1,42
EFTA00028670,123007,2,694
EFTA00028672,48445,1,254
EFTA00028673,75063,2,377
EFTA00028675,193813,4,1041
EFTA00028679,25652,1,57
EFTA00028680,101342,1,243
EFTA00028681,16329,1,31
EFTA00028682,353993,6,1658
EFTA00028688,93931,2,478
EFTA00028690,247214,5,1058
EFTA00028695,50688,2,176
EFTA00028697,83834,2,387
EFTA00028699,79742,2,409
EFTA00028701,82524,2,244
EFTA00028703,51783,2,209
EFTA00028705,42687,1,188
EFTA00028706,105720,2,329
EFTA00028708,25351,1,56
EFTA00028709,84260,2,417
EFTA00028711,100772,2,195
EFTA00028713,23866,1,74
EFTA00028714,13059,1,22
EFTA00028715,19025,1,38
EFTA00028716,36126,1,202
EFTA00028717,13647,1,22
EFTA00028718,15505,1,26
EFTA00028719,25843,1,52
EFTA00028720,26442,1,89
EFTA00028721,77600,2,370
EFTA00028723,412642,7,2024
EFTA00028730,12301,1,23
EFTA00028731,19468,1,40
EFTA00028732,52490,1,230
EFTA00028733,222816,4,702
EFTA00028737,292288,4,1404
EFTA00028741,293080,4,1402
EFTA00028745,287388,3,1401
EFTA00028748,40040,1,215
EFTA00028749,292568,4,1402
EFTA00028753,287668,3,1382
EFTA00028756,27857,1,95
EFTA00028757,26354,1,43
EFTA00028758,21674,1,33
EFTA00028759,56698,1,278
EFTA00028760,58641,2,244
EFTA00028762,538712,9,3426
EFTA00028771,41751,1,186
EFTA00028772,31639,1,112
EFTA00028773,31900,1,116
EFTA00028774,36798,1,154
EFTA00028775,78919,2,374
EFTA00028777,86984,2,421
EFTA00028779,144279,3,735
EFTA00028782,51756,1,197
EFTA00028783,13723,1,23
EFTA00028784,20125,1,40
EFTA00028785,1479467,14,7866
EFTA00028799,60277,1,231
EFTA00028800,32802,1,125
EFTA00028801,113039,2,471
EFTA00028803,41856,1,179
EFTA00028804,44005,1,154
EFTA00028805,141349,3,712
EFTA00028808,19095,1,69
EFTA00028809,225511,10,508
EFTA00028819,8199,1,4
EFTA00028820,159559,3,665
EFTA00028823,204605,4,842
EFTA00028827,1046568,1,26
EFTA00028828,1151242,1,1
EFTA00028829,59815,1,215
EFTA00028830,13082,1,15
EFTA00028831,49643,1,161
EFTA00028832,16798,1,48
EFTA00028833,11911,1,19
EFTA00028834,22116,1,45
EFTA00028835,53264,1,193
EFTA00028836,12583,1,27
EFTA00028837,20725,1,42
EFTA00028838,35388,1,116
EFTA00028839,26688,1,105
EFTA00028840,131248,2,828
EFTA00028842,2433,0,0
EFTA00028843,10732,1,18
EFTA00028844,10797,1,18
EFTA00028845,187059,3,1027
EFTA00028848,42416,1,190
EFTA00028849,60698,1,222
EFTA00028850,943988,30,7113
EFTA00028880,1337652,23,6188
EFTA00028903,1341477,22,6183
EFTA00028925,132419,2,630
EFTA00028927,35130,2,177
EFTA00028929,1982481,34,8958
EFTA00028963,192885,5,747
EFTA00028968,266717,6,1106
EFTA00028974,411153,8,1857
EFTA00028982,10872,1,18
EFTA00028983,2433,0,0
EFTA00028984,14596,1,26
EFTA00028985,112111,3,394
EFTA00028988,39660,1,213
EFTA00028989,27241,1,64
EFTA00028990,1188448,14,2668
EFTA00029004,929955,10,4996
EFTA00029014,29946,1,88
EFTA00029015,12544,1,23
EFTA00029016,24522,1,89
EFTA00029017,21163,1,71
EFTA00029018,33735,1,165
EFTA00029019,38733,1,183
EFTA00029020,169943,4,651
EFTA00029024,20352,1,61
EFTA00029025,263244,5,1103
EFTA00029030,19861,1,32
EFTA00029031,218983,5,895
EFTA00029036,216683,4,1034
EFTA00029040,15154,1,24
EFTA00029041,14515,1,45
EFTA00029042,23543,1,27
EFTA00029043,939488,18,2722
EFTA00029061,122119,2,710
EFTA00029063,117564,3,565
EFTA00029066,38216,1,93
EFTA00029067,18915,1,39
EFTA00029068,71867,2,408
EFTA00029070,17086,1,30
EFTA00029071,25190,1,56
EFTA00029072,17242,1,47
EFTA00029073,16603,1,48
EFTA00029074,74967,2,291
EFTA00029076,22437,1,47
EFTA00029077,1384761,23,5983
EFTA00029100,1979611,34,8949
EFTA00029134,61373,2,281
EFTA00029136,90311,2,342
EFTA00029138,97687,2,476
EFTA00029140,36340,1,118
EFTA00029141,21865,1,43
EFTA00029142,27739,1,45
EFTA00029143,13670,1,30
EFTA00029144,21120,1,43
EFTA00029145,30161,1,81
EFTA00029146,25178,1,93
EFTA00029147,52542,2,171
EFTA00029149,23874,1,40
EFTA00029150,235954,4,1107
EFTA00029154,30334,1,141
EFTA00029155,251288,7,1065
EFTA00029162,26471,1,50
EFTA00029163,78279,2,438
EFTA00029165,21113,1,62
EFTA00029166,17047,1,51
EFTA00029167,59365,2,228
EFTA00029169,87457,1,215
EFTA00029170,38274,1,230
EFTA00029171,18122,1,51
EFTA00029172,74237,2,333
EFTA00029174,11533,1,19
EFTA00029175,18770,1,36
EFTA00029176,31323,1,174
EFTA00029177,120479,2,694
EFTA00029179,25956,1,79
EFTA00029180,49397,1,173
EFTA00029181,25688,1,87
EFTA00029182,16097,1,39
EFTA00029183,56303,2,204
EFTA00029185,111069,2,667
EFTA00029187,88867,2,447
EFTA00029189,30003,1,112
EFTA00029190,16475,1,27
EFTA00029191,23087,1,70
EFTA00029192,13874,1,25
EFTA00029193,21009,1,44
EFTA00029194,15627,1,33
EFTA00029195,34725,1,193
EFTA00029196,33834,1,73
EFTA00029197,45716,2,261
EFTA00029199,18193,1,31
EFTA00029200,22337,1,66
EFTA00029201,1129349,5,3002
EFTA00029206,2824210,15,6264
EFTA00029221,81489,2,326
EFTA00029223,25878,1,101
EFTA00029224,24449,1,72
EFTA00029225,4531,1,1
EFTA00029226,4531,1,1
EFTA00029227,60036,2,220
EFTA00029229,37707,1,139
EFTA00029230,27596,1,115
EFTA00029231,150521,3,685
EFTA00029234,332621,2,616
EFTA00029236,20273,1,46
EFTA00029237,33064,1,143
EFTA00029238,72346,2,307
EFTA00029240,20138,1,65
EFTA00029241,64063,2,241
EFTA00029243,29631,1,88
EFTA00029244,37712,1,143
EFTA00029245,42090,1,182
EFTA00029246,134731,4,320
EFTA00029250,13946,1,25
EFTA00029251,24011,1,60
EFTA00029252,481535,7,2192
EFTA00029259,18648,1,52
EFTA00029260,235901,4,1003
EFTA00029264,233988,4,1002
EFTA00029268,26066,1,108
EFTA00029269,40144,1,168
EFTA00029270,49500,2,200
EFTA00029272,4670,0,0
EFTA00029273,97508,2,402
EFTA00029275,60273,1,293
EFTA00029276,19730,1,54
EFTA00029277,91250,3,406
EFTA00029280,136964,3,598
EFTA00029283,124897,2,469
EFTA00029285,25124,1,57
EFTA00029286,37526,1,187
EFTA00029287,222842,5,877
EFTA00029292,15396,1,30
EFTA00029293,23563,1,73
EFTA00029294,145770,3,514
EFTA00029297,145498,3,539
EFTA00029300,20688,1,56
EFTA00029301,41751,1,154
EFTA00029302,25795,1,103
EFTA00029303,16744,1,25
EFTA00029304,12926,1,28
EFTA00029305,19191,1,39
EFTA00029306,41173,1,149
EFTA00029307,33066,1,113
EFTA00029308,15553,1,33
EFTA00029309,15567,1,37
EFTA00029310,24973,1,140
EFTA00029311,43274,1,196
EFTA00029312,57610,1,3
EFTA00029313,35279,1,217
EFTA00029314,13806,1,22
EFTA00029315,585442,12,2440
EFTA00029327,591112,12,2440
EFTA00029339,144769,2,369
EFTA00029341,135366,1,291
EFTA00029342,596059,12,2466
EFTA00029354,134562,2,535
EFTA00029356,15175,1,23
EFTA00029357,22525,1,45
EFTA00029358,17231,1,49
EFTA00029359,889442,23,3260
EFTA00029382,86267,2,426
EFTA00029384,237207,5,1040
EFTA00029389,86862,1,154
EFTA00029390,2063774,26,5143
EFTA00029416,38826,1,81
EFTA00029417,37140,1,74
EFTA00029418,64694,2,298
EFTA00029420,50133,1,260
EFTA00029421,58044,1,283
EFTA00029422,56944,1,315
EFTA00029423,37279,1,99
EFTA00029424,60434,1,306
EFTA00029425,59597,1,285
EFTA00029426,53191,1,268
EFTA00029427,48072,1,248
EFTA00029428,51714,1,197
EFTA00029429,32045,1,122
EFTA00029430,118280,2,323
EFTA00029432,123337,2,338
EFTA00029434,44822,1,119
EFTA00029435,20686,1,58
EFTA00029436,56054,1,176
EFTA00029437,111037,2,308
EFTA00029439,37322,1,227
EFTA00029440,24723,1,23
EFTA00029441,20974,1,79
EFTA00029442,15452,1,26
EFTA00029443,51376,1,257
EFTA00029444,358778,6,2065
EFTA00029450,78038,2,419
EFTA00029452,49393,2,214
EFTA00029454,35429,1,180
EFTA00029455,46224,2,206
EFTA00029457,61855,1,184
EFTA00029458,144066,2,317
EFTA00029460,23475,1,79
EFTA00029461,11794,1,16
EFTA00029462,22998,1,47
EFTA00029463,27575,1,136
EFTA00029464,24088,1,68
EFTA00029465,24695,1,69
EFTA00029466,12099,1,20
EFTA00029467,22731,1,46
EFTA00029468,12514,1,20
EFTA00029469,19501,1,38
EFTA00029470,22892,1,91
EFTA00029471,281094,5,1113
EFTA00029476,142895,4,631
EFTA00029480,4670,0,0
EFTA00029481,44093,1,158
EFTA00029482,54720,1,219
EFTA00029483,57682,1,224
EFTA00029484,81396,2,333
EFTA00029486,54541,1,217
EFTA00029487,101585,2,509
EFTA00029489,51942,1,254
EFTA00029490,47281,1,238
EFTA00029491,19785,1,25
EFTA00029492,19905,1,26
EFTA00029493,34426,1,147
EFTA00029494,20150,1,32
EFTA00029495,14414,1,31
EFTA00029496,36773,1,122
EFTA00029497,41188,1,206
EFTA00029498,26925,1,41
EFTA00029499,136770,2,773
EFTA00029501,25517,1,43
EFTA00029502,31575,1,111
EFTA00029503,11952,1,23
EFTA00029504,19343,1,40
EFTA00029505,11865,1,20
EFTA00029506,19383,1,41
EFTA00029507,11031,1,16
EFTA00029508,19017,1,38
EFTA00029509,21440,3,35
EFTA00029512,51272,2,183
EFTA00029514,52310,1,234
EFTA00029515,83617,2,394
EFTA00029517,39061,1,128
EFTA00029518,71023,2,14
EFTA00029520,23090,1,55
EFTA00029521,26117,1,106
EFTA00029522,15843,1,29
EFTA00029523,27081,1,99
EFTA00029524,281287,3,1284
EFTA00029527,77762,2,249
